ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
	2d6a88a	37af3a3758211b823483999d372da9bc	e0eef40c	Mountain Dwarf	Outlander	2020-10-28T17:19:35Z	Sorcerer 1	Sorcerer	Wild Magic	1		7	10	14	7	12	14	9	17	Lawful Good	Athletics|Nature|Survival|Deception	Crossbow, light|Dagger	Light*0|Mage Hand*0|True Strike*0|Firebolt*0|Magic Missile*1|Sleep*1	Cha		Canada	CA	LG	NA	NA	Dwarf	Light*0|Mage Hand*0|True Strike*0|Fire Bolt*0|Magic Missile*1|Sleep*1	Crossbow, Light|Dagger	1-3	pensive_blackwell
114d91a	3894dfb	9269b5485a10e1fac7ebf708bcc5df23	9f930885	Half-Elf	Soldier	2020-10-28T15:12:25Z	Fighter 3	Fighter	Echo Knight	3		39	18	18	13	16	11	15	14		Athletics|Animal Handling|Perception|Survival|Intimidation	Longsword|Crossbow, light		Int	fighting style/Dueling	United States	US		NA	NA	Half-Elf		Longsword|Crossbow, Light	1-3	practical_sutherland
	9359fd1	903604c00f632489524ee6fd83190cc6	1cbd531f	Lightfoot Halfling	Criminal	2020-10-28T15:06:23Z	Rogue 3	Rogue	Thief	3		30	14	14	17	14	15	15	13		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Rapier|Shortbow|Dagger		Int	expertise/Sleight of Hand*Perception	Canada	CA		NA	NA	Halfling		Rapier|Shortbow|Dagger	1-3	stoic_allen
5755487	8855763	412c3d4ac5ba1807bd94dcdd5be339ed	e94ba058	Deep Gnome	Criminal	2020-10-28T09:49:44Z	Rogue 10	Rogue	Arcane Trickster	10	Lucky	84	16	11	20	13	16	13	14	chaotic Neutral	Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Fin. Fist +Snek Dam|Mini Rapier|Super Bow|Rapier	Mage Hand*0|Booming Blade*0|Message*0|Disguise Self*1|Shield*1|Mirror Image*2|Hold Person*2|Fireball 1/Day*2	Int	expertise/Sleight of Hand*Deception*Stealth*Investigation	Canada	CA	CN	NA	NA	Gnome	Mage Hand*0|Booming Blade*0|Message*0|Disguise Self*1|Shield*1|Mirror Image*2|Hold Person*2|*	|Rapier||Rapier	8-11	admiring_buck
c99ee41		8665ba74337be26cd36e03ffac8fd036	fc4abdc7	Rock Gnome	Cloistered Scholar	2020-10-28T00:18:45Z	Wizard 3	Wizard	School of Transmutation	3		24	10	10	10	14	20	12	15		Arcana|History|Investigation|Medicine	Quarterstaff	Mending*0|Prestidigitation*0|Mage Hand*0|Mage Armor*1|Jump*1|Feather Fall*1|Catapult*1|Long Strider*1|Absorb Elements*1|Dragon's Breath*2|Spider Climb*2	Int		United States	US		NA	NA	Gnome	Mending*0|Prestidigitation*0|Mage Hand*0|Mage Armor*1|Jump*1|Feather Fall*1|Catapult*1|Longstrider*1|Absorb Elements*1|Dragon's Breath*2|Spider Climb*2	Quarterstaff	1-3	happy_visvesvaraya
20236dc	37a3221	b3acbdb585a8d4cfae9e62743fa8c5d3	23ee4c64	Human	Sage	2020-10-27T20:36:37Z	Barbarian 4|Fighter 16	Barbarian|Fighter	Path of the Totem Warrior|Samurai	20	Martial Adept|Defensive Duelist|Lucky|Dual Wielder|Resilient|Alert	328	22	19	21	22	17	15	9		Athletics|Arcana|History|Insight|Perception	Lance|Javelin|Dragon Bone Rapier|Dragon Bone Rapier		Int	fighting style/Two-Weapon Fighting|combat superiority maneuvers/Parry*Evasive Footwork	United States	US		NA	NA	Human		Lance|Javelin|Rapier|Rapier	19-20	musing_hellman
3f91b8e	9adcdf3	a8283ca8297a55461528d06206bbb837	3426f448	Aasimar	Outlander	2020-10-26T22:40:41Z	Fighter 7|Warlock 1	Fighter|Warlock	Eldritch Knight|The Great Old One	8		75	22	18	10	14	10	14	14	Symmetrical to the Page	Athletics|Perception|Survival|Intimidation	Handaxe|Handaxe|Butter +2 Longsword|Butter +2 Longsword 2h|Thalmor Snapbow	Prestidigitation*0|Firebolt*0|Light*0|Find Familiar*1|Feather Fall*1|Identify*1|Chromatic Orb*1|Prayer of Healing*2	Int	fighting style/Defense	United Kingdom	GB		NA	NA	Aasimar	Prestidigitation*0|Fire Bolt*0|Light*0|Find Familiar*1|Feather Fall*1|Identify*1|Chromatic Orb*1|Prayer of Healing*2	Handaxe|Handaxe|Longsword|Longsword|	8-11	agitated_shannon
51863bb	28ff129	255f9cd6af64ce0aa7401441c8ac5cfa	3aa08a7f	Lineage - Zari	Sailor	2020-10-26T18:51:10Z	Fighter 5	Fighter	Battle Master	5	Great Weapon Master	49	19	18	16	16	8	12	9		Athletics|Acrobatics|Perception|Survival	Maul|Greatsword|Handaxe		Int	combat superiority maneuvers/Trip Attack*Riposte*Feinting Attack|fighting style/Defense	Italy	IT		NA	NA	Tiefling		Maul|Greatsword|Handaxe	4-7	reverent_pare
	9953eeb	97a51aee94367d79e50f7ae2921ae628	3014fd52	Earth Genasi	Urchin	2020-10-25T21:24:33Z	Ranger 4	Ranger	Monster Slayer	4	Medium Armor Master	36	17	16	14	14	10	13	8		Sleight of Hand|Stealth|Animal Handling|Perception|Survival	Handaxe|Longbow	Protection from Evil and Good*1|Hunter's Mark*1|Snare*1|Zephyr Strike*1	Wis	fighting style/Defense	Canada	CA		NA	NA	Genasi	Protection from Evil and Good*1|Hunter's Mark*1|Snare*1|Zephyr Strike*1	Handaxe|Longbow	4-7	thirsty_snyder
2352acf	19b936d	433176fb18fde42fe43e6c4df5ef2eb4	be89f470	Goblin	Sage	2020-10-25T15:55:12Z	Wizard 5	Wizard	War Magic	5		42	10	18	10	18	20	16	14	chaothic good	Arcana|History|Investigation|Insight	Quarterstaff	Fire Bolt*0|Mending*0|Mage Hand*0|Frostbite*0|Disguise Self*1|Burning Hands*1|Find Familiar*1|Charme*1|Expeditos Retreat*1|Earth Tremor*1|Ice Knife*1|Mage Armor*1|Magic Missile*1|Identify*1|Chromatic Orb*1|Grease*1|Invisibility*2|Web*2|Warp Sense*2|Darkness*2|Misty Step*2|Detect Thoughts*2|Skywrite*2|Mirror Image*2|Phantasmal Force*2|Fireball*3	Int		Italy	IT		NA	NA	Goblin	Fire Bolt*0|Mending*0|Mage Hand*0|Frostbite*0|Disguise Self*1|Burning Hands*1|Find Familiar*1|*|Expeditious Retreat*1|Earth Tremor*1|Ice Knife*1|Mage Armor*1|Magic Missile*1|Identify*1|Chromatic Orb*1|Grease*1|Invisibility*2|Web*2|Beast Sense*2|Darkness*2|Misty Step*2|Detect Thoughts*2|Skywrite*2|Mirror Image*2|Phantasmal Force*2|Fireball*3	Quarterstaff	4-7	quirky_elbakyan
	09bd1d5	86149f54dbbc8cf62c46a0eeb50d54eb	625dd9d1	Mountain Dwarf	Guild Artisan	2020-10-25T15:32:10Z	Fighter 5	Fighter	Battle Master	5	Tavern Brawler	40	18	18	10	16	8	12	13		Acrobatics|Animal Handling|Insight|Persuasion	Handaxe|Hefty|Lefty		Int	fighting style/Protection|combat superiority maneuvers/Maneuvering Attack*Disarming Attack*Commander�s Strike	Canada	CA		NA	NA	Dwarf		Handaxe||	4-7	fervent_dubinsky
49b523e	5926da1	a144bbebb51b1a800f1707890d9ed327	2a394e9f	Protector Aasimar	Acolyte	2020-10-25T15:03:23Z	Cleric 5	Cleric	Light Domain	5		25	16	10	11	9	15	17	17		Religion|Insight|Medicine|Persuasion	Mace|Crossbow, light	Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2|Daylight*3|Fireball*3	Wis		United States	US		NA	NA	Aasimar	Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2|Daylight*3|Fireball*3	Mace|Crossbow, Light	4-7	mystifying_mirzakhani
aa488e4	4d55e6b	fff910bf8f92b9f83fa017bb7506d80c	02bb4e7e	Goblin	Urchin	2020-10-25T02:09:14Z	Monk 6	Monk	Way of the Kensei	6		56	18	10	18	15	13	18	6		Athletics|Acrobatics|Sleight of Hand|Stealth	Shillelagh Walking Stick|Dart|Unarmed strike|Scimitar |Crossbow, hand|Flail		Int		Canada	CA		NA	NA	Goblin		|Dart|Unarmed Strike|Scimitar|Crossbow, hand|Flail	4-7	frosty_dijkstra
		15eb91a74bcf58a4c3b27fb57728c1c5	fa439b6d	Changeling	Entertainer	2020-10-25T01:53:45Z	Bard 13|Warlock 2	Bard|Warlock	College of Lore|The Hexblade	15	Lucky	99	19	10	18	12	10	12	20	True Neutral	Acrobatics|Stealth|Arcana|History|Perception|Deception|Performance|Persuasion	Dreamthorn (Dal'quor Rapier)|Dagger|Crossbow, hand|Animated Bolt		Cha	eldritch invocations/Devil's Sight*Agonizing Blast|expertise/Persuasion*Performance*Perception*Acrobatics	Canada	CA	NN	NA	NA	Changeling		Rapier|Dagger|Crossbow, hand|	12-15	flamboyant_allen
846b73b	8b2c62a	56996953e908b46bce59e6d949442b2a	13917552	Tabaxi	Barbarian Tribe Member	2020-10-25T00:55:10Z	Barbarian 3	Barbarian	Path of the Battlerager	3		34	14	16	16	12	12	10	12		Athletics|Stealth|Animal Handling|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		United States	US		NA	NA	Tabaxi		Greataxe|Handaxe|Javelin	1-3	epic_spence
33608b5	323a08b	da51b95c868244ea3bedfd27e8009cbc	f6fc8a86	Asgardian 	Far Traveler	2020-10-24T22:05:11Z	Barbarian 4|Fighter 6	Barbarian|Fighter	Path of the Totem Warrior|Champion	10		133	21	22	14	20	9	14	12		Athletics|Insight|Perception|Survival	Fist|Two Fists|Quarterstaff|Whip		Int		United States	US		NA	NA			||Quarterstaff|Whip	8-11	stoic_darwin
f5b21a0	d20b2cf	bf00f77d56e566886fb556c6457865e0	96f0fcc3	Changeling	Far Traveler	2020-10-24T21:00:45Z	Wizard 12	Wizard	School of Illusion	12	Lucky|War Caster	84	16	11	18	15	20	12	16		Arcana|Investigation|Insight|Perception|Persuasion	Dagger|Quarterstaff	34 Spells*0|Prestidigitation*0|Dancing Lights*0|Mage Hand*0|Fire Bolt*0|Minor Illusion*0|Comprehend Languages*1|Chromatic Orb*1|Color Spray*1|Detect Magic*1|Faerie Fire*1|Find Familiar*1|Identify*1|Mage Armor*1|Shield*1|Silent Image*1|Speak With Animals*1|Witch Bolt*1|Hold Person*2|Invisibility *2|Knock*2|Mind Spike*2|Mirror Image*2|Misty Step*2|Phantasmal Force*2|Shadow Blade*2|Silence*2|Suggestion*2|Web*2|Blink*3|Counterspell*3|Fireball*3|Haste*3|Hypnotic Pattern*3|Leomunds Tiny Hut*3|Major Image*3|Phamtom Steed*3|Slow*3|Tongues*3|Water Breathing*3|Water Walk*3|Aura Of Life*4|Blight*4|Dimension Door*4|Fire Shield*4|Greater Invisibility*4|Mordenkainen's Faithful Hound*4|Phantasmal Killer*4|Bigbys Hand*5|Contact Other Plane*5|Enervation*5|Far Step*5|Hold Monster*5|Mislead*5|Modify Memory*5|Rary's Telepathic Bond*5|Synaptic Static*5|Eyebite*6|Globe Of Invulnerability*6|Mental Prison*6|Tenser's Tranformation*6|Soul Cage*6	Int		United States	US		NA	NA	Changeling	*|Prestidigitation*0|Dancing Lights*0|Mage Hand*0|Fire Bolt*0|Minor Illusion*0|Comprehend Languages*1|Chromatic Orb*1|Color Spray*1|Detect Magic*1|Faerie Fire*1|Find Familiar*1|Identify*1|Mage Armor*1|Shield*1|Silent Image*1|Speak with Animals*1|Witch Bolt*1|Hold Person*2|Invisibility*2|Knock*2|Mind Spike*2|Mirror Image*2|Misty Step*2|Phantasmal Force*2|Shadow Blade*2|Silence*2|Suggestion*2|Web*2|Blink*3|Counterspell*3|Fireball*3|Haste*3|Hypnotic Pattern*3|Leomund's Tiny Hut*3|Major Image*3|Phantom Steed*3|Slow*3|Tongues*3|Water Breathing*3|Water Walk*3|Aura of Life*4|Blight*4|Dimension Door*4|Fire Shield*4|Greater Invisibility*4|Mordenkainen's Faithful Hound*4|Phantasmal Killer*4|Bigby's Hand*5|Contact Other Plane*5|Enervation*5|Far Step*5|Hold Monster*5|Mislead*5|Modify Memory*5|Rary's Telepathic Bond*5|Synaptic Static*5|Eyebite*6|Globe of Invulnerability*6|Mental Prison*6|Tenser's Transformation*6|Soul Cage*6	Dagger|Quarterstaff	12-15	gifted_hermann
996773c	dbea07d	73d9c7cfef2f6c21ae054238d88811fe		Human	Outlander	2020-10-24T19:38:34Z	Druid 2	Druid		2		10	14	14	13	15	9	16	11	chaotic good 	Athletics|Nature|Animal Handling|Survival	Club	Guidance *0|Shillelagh *0	Wis		Costa Rica	CR	CG	NA	NA	Human	Guidance*0|Shillelagh*0	Club	1-3	NA
832122e	6160e5d	630c27e2d150a62c3c68d9faab56e4de	d739c95d	Duergar	Acolyte	2020-10-24T18:39:28Z	Cleric 19	Cleric	Death Domain	19	War Caster|Spell Sniper|Ritual Caster|Sentinel|Mounted Combatant	224	24	14	16	14	8	20	10	LN	Insight|Medicine|Survival|Persuasion	+2 Scimitar|+2 Rapier Drow|Crossbow, light|+5 Crossbow, heavy|+2 Crossbow, heavy	Chill Touch*0|Light*0|Sacred Flame*0|Thaumaturgy*0|Thorn Whip*0|False Life*1|Ray of Sickness*1|Bless(c)*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Sanctuary*1|Bane(c)*1|Command*1|CreateandDestroy Water*1|Detect Magic(cr)*1|Detect PoisonandDisease($c)*1|Prot.From EvilandGood(c)*1|Purify FoodandDrink(r)*1|Shield Of Faith(c)*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Aid*2|Prayer Of Healing*2|Augury(r)*2|Calm Emotions(c)*2|Continual Flame($)*2|Enhance Ability(c)*2|Find Traps*2|Gentle Repose(r)*2|Hold Person(c)*2|Lesser Restoration*2|Locate Object(c)*2|Protection From Poison*2|Warding Bond*2|Zone Of Truth*2|Silence(r)*2|Animate Dead*3|Vampiric Touch(c)*3|Mass Healing Word*3|Spirit Guardians(c)*3|Beacon Of Hope(c)*3|Clairvoyance(c)*3|Create FoodandWater*3|Detect EvilandGood(c)*3|Dispel Magic*3|Feign Death(r)*3|Magic Circle($)*3|Meld Into Stone(r)*3|Prot.From Energy(c)*3|Remove Curse*3|Revivify($)*3|Speak With Dead*3|Tongues*3|Water Walk(r)*3|Glyph Of Warding($)*3|Blight*4|Death Ward*4|Banishment(c)*4|Control Water(c)*4|Divination ($r)*4|Freedom Of Movement*4|Guardian Of Faith*4|Locate Creature (c)*4|Stone Shape*4|Antilife Shell*5|Cloudkill*5	Wis		United States	US	LN	NA	NA		Chill Touch*0|Light*0|Sacred Flame*0|Thaumaturgy*0|Thorn Whip*0|False Life*1|Ray of Sickness*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Sanctuary*1|Bane*1|Command*1|Create or Destroy Water*1|Detect Magic*1|Detect Poison and Disease*1|Protection from Evil and Good*1|Purify Food and Drink*1|Shield of Faith*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Aid*2|Prayer of Healing*2|Augury*2|Calm Emotions*2|Continual Flame*2|Enhance Ability*2|Find Traps*2|Gentle Repose*2|Hold Person*2|Lesser Restoration*2|Locate Object*2|Protection from Poison*2|Warding Bond*2|Zone of Truth*2|Silence*2|Animate Dead*3|Vampiric Touch*3|Mass Healing Word*3|Spirit Guardians*3|Beacon of Hope*3|Clairvoyance*3|Create Food and Water*3|*|Dispel Magic*3|Feign Death*3|Magic Circle*3|Meld Into Stone*3|Protection from Energy*3|Remove Curse*3|Revivify*3|Speak with Dead*3|Tongues*3|Water Walk*3|Glyph of Warding*3|Blight*4|Death Ward*4|Banishment*4|Control Water*4|Divination*4|Freedom of Movement*4|Guardian of Faith*4|Locate Creature*4|Stone Shape*4|Antilife Shell*5|Cloudkill*5	Scimitar|Rapier|Crossbow, Light|Crossbow, Heavy|Crossbow, Heavy	19-20	cool_jones
4245264	89dea5f	1e4f4890edceb579684e4ea549eb4441	70b277b2	Human	Noble	2020-10-24T18:30:59Z	Rogue 5	Rogue	Mastermind	5	Keen Mind|Skilled	23	14	6	15	9	15	11	16		Stealth|History|Religion|Animal Handling|Insight|Perception|Deception|Performance|Persuasion	Rapier|Dagger|Crossbow, hand		Int	expertise/Persuasion*Insight	United Kingdom	GB		NA	NA	Human		Rapier|Dagger|Crossbow, hand	4-7	gallant_moser
df949c9	8855763	71757e3ea3476b76c0c52326880dc5a5	ddd2a8b0	Turtle	Folk Hero	2020-10-24T14:50:00Z	Monk 9	Monk	Way of the Drunken Master	9		57	17	16	17	12	11	11	16		Athletics|Acrobatics|Animal Handling|Survival|Performance	Unarmed strike|Dart|Unarmed strike		Int		Canada	CA		NA	NA	Turtle		Unarmed Strike|Dart|Unarmed Strike	8-11	serene_shaw
067761c	dd69f78	1c6537036b99408953a673f784f4be72	72139760	Hobgoblin	Noble	2020-10-24T09:24:20Z	Fighter 4|Rogue 1	Fighter|Rogue	Battle Master|	5	Polearm Master	58	17	16	13	14	13	8	12		Athletics|Acrobatics|History|Animal Handling|Insight|Intimidation|Persuasion	Poleaxe|Longsword|Dagger		Int	expertise/History*Athletics|combat superiority maneuvers/Trip Attack*Riposte*Feinting Attack|fighting style/Defense	Germany	DE		NA	NA	Hobgoblin		|Longsword|Dagger	4-7	quirky_hodgkin
791f49d	8855763	5e22217a27ab19efc3bc55424fda8195	f2206560	Mountain Dwarf	Knight	2020-10-24T01:22:23Z	Fighter 5	Fighter	Champion	5		60	16	20	13	18	14	13	8		Athletics|Acrobatics|History|Persuasion	Crossbow, light|Toothache Greataxe +1		Int	fighting style/Great Weapon Fighting	United States	US		NA	NA	Dwarf		Crossbow, Light|Greataxe	4-7	gallant_wozniak
bd573fe	4936355	ecb2c7c1c4244b8aca582b91afc77a84	ce86d54c	Lightfoot Halfling	Faction Agent	2020-10-22T19:34:08Z	Rogue 4	Rogue	Inquisitive	4	Lucky	24	12	8	12	12	13	15	15		Sleight of Hand|Investigation|Insight|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Investigation*Insight	United States	US		NA	NA	Halfling		Rapier|Shortbow|Dagger	4-7	musing_clarke
2f36499	37c00ec	d8336892fc4fdfc1a7140d080c6f6f32	92142335	High Elf	Acolyte	2020-10-22T15:31:19Z	Cleric 7	Cleric	Death Domain	7		49	18	9	15	14	14	20	9		History|Religion|Insight|Medicine|Perception	Warhammer|Crossbow, light	False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Blight*4|Death Ward*4	Wis		United States	US		NA	NA	Elf	False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Blight*4|Death Ward*4	Warhammer|Crossbow, Light	4-7	frosty_germain
df949c9	2d33d0f	dc8d5a21d1a0c75ba9d872b18fc9186a	755e6dda	Kenku	Far Traveler	2020-10-22T11:35:27Z	Artificer 13	Artificer	Alchemist	13		81	15	12	17	13	18	10	10		Sleight of Hand|Stealth|Arcana|Investigation|Insight|Perception	Quarterstaff|Sling|Crossbow, light	Healing Word*1|Ray of Sickness*1|Flaming Sphere*2|Acid Arrow*2|Gaseous Form*3|Mass Healing Word*3|Blight*4|Death Ward*4	Int		Canada	CA		NA	NA	Kenku	Healing Word*1|Ray of Sickness*1|Flaming Sphere*2|Melf's Acid Arrow*2|Gaseous Form*3|Mass Healing Word*3|Blight*4|Death Ward*4	Quarterstaff|Sling|Crossbow, Light	12-15	festive_newton
df949c9	2d33d0f	5c0c8721e3ad505f53c7fb2588960403	755e6dda	Kenku	Far Traveler	2020-10-22T11:34:40Z	Artificer 3	Artificer	Alchemist	3		21	15	12	17	13	12	10	10		Sleight of Hand|Stealth|Arcana|Investigation|Insight|Perception	Quarterstaff|Sling|Crossbow, light	Healing Word*1|Ray of Sickness*1	Int		Canada	CA		NA	NA	Kenku	Healing Word*1|Ray of Sickness*1	Quarterstaff|Sling|Crossbow, Light	1-3	festive_newton
51863bb	fcd9aae	336df2fa3ce4ecba28baa952eebeb617	5e462d7f	Human	Sailor	2020-10-22T09:20:11Z	Cleric 5	Cleric	War Domain	5	War Caster	38	18	18	12	14	9	18	11		Athletics|Insight|Medicine|Perception|Survival	Warhammer|Handaxe	Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3	Wis		Italy	IT		NA	NA	Human	Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardians*3	Warhammer|Handaxe	4-7	elegant_moore
51863bb		e4a7f4458f7fcd18eb82262ded88dc39	5e462d7f	Human	Sailor	2020-10-21T19:39:35Z	Cleric 5	Cleric	War Domain	5	War Caster	38	18	18	12	14	9	18	11		Athletics|Insight|Medicine|Perception	Warhammer|Handaxe	Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3	Wis		Italy	IT		NA	NA	Human	Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardians*3	Warhammer|Handaxe	4-7	elegant_moore
5dab832	798302b	d7d11e427e9e6b3b278faa27edc80642	17505590	Protector Aasimar	Folk Hero	2020-10-21T12:36:33Z	Paladin 10	Paladin	Oath of Redemption	10		92	21	15	8	14	11	10	20		Religion|Animal Handling|Survival|Persuasion	Longsword|Javelin	Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3	Cha	fighting style/Defense	NA	NA		NA	NA	Aasimar	Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3	Longsword|Javelin	8-11	vibrant_merkle
63a5dcd	bef7430	e917b1810912da7ba353451eec681b70	cc7d1d71	Human	Criminal	2020-10-20T17:46:05Z	Druid 3	Druid	Circle of Spores	3	Tough	27	14	10	12	14	14	16	8		Stealth|Nature|Animal Handling|Insight|Deception		Chill Touch*0|Blindness/Deafness*2|Gentle Repose*2	Wis		United States	US		NA	NA	Human	Chill Touch*0|Blindness/Deafness*2|Gentle Repose*2		1-3	sweet_saha
38b84f8		f68646a6fea616a162a3a4de59cc8efb	c8db8c08	Warding	Port City Noble	2020-10-18T20:54:57Z	Warlock 5	Warlock	The Great Old One	5	Squat Nimbleness	45	13	16	14	14	16	12	16	N	Acrobatics|Arcana|History|Religion|Deception|Persuasion	Crossbow, light|Dagger		Cha	pact boon/Pact of the Blade|eldritch invocations/Beguiling Influence*Thirsting Blade	United States	US	NN	NA	NA			Crossbow, Light|Dagger	4-7	charming_chaum
	36c8173	8b7f1c7071a2ab3199d61552c75f3cb3	5d3c63cc	Goliath	Criminal	2020-10-18T07:50:40Z	Barbarian 2	Barbarian		2		28	14	17	13	15	10	12	8		Athletics|Stealth|Survival|Deception|Intimidation	Greatsword|Greatclub|Javelin		Int		Canada	CA		NA	NA	Goliath		Greatsword|Greatclub|Javelin	1-3	epic_cannon
cce4f89	272004e	d565531207129e70907d82d4d5635d4f	09c83f19	Human	Guild Artisan	2020-10-18T00:08:49Z	Rogue 3	Rogue	Inquisitive	3	Healer	21	14	8	16	12	16	11	10		Sleight of Hand|Investigation|Insight|Medicine|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Sleight of Hand*Medicine	United States	US		NA	NA	Human		Rapier|Shortbow|Dagger	1-3	goofy_goldstine
	36c8173	a5e574eb26063b50d7fe6b14eb5e927c	4aca0dc6	Kalashtar	Noble	2020-10-17T23:23:08Z	Sorcerer 3	Sorcerer	Aberrant Mind	3		19	30	13	15	15	14	16	18		Arcana|History|Deception|Persuasion	Dagger|Crossbow, light	Prestidigitation*0|Mage Hand*0|Mind Sliver*0|Mold Earth*0|Arms of Hadar*1|Dissonant Whispers*1|Chaos Bolt*1|Mage Armor*1|Silent Image*1|Calm Emotions*2|Detect Thoughts*2|Shadow Blade*2	Cha	metamagic/Quickened Spell*Distant Spell	Canada	CA		NA	NA	Kalashtar	Prestidigitation*0|Mage Hand*0|*|Mold Earth*0|Arms of Hadar*1|Dissonant Whispers*1|Chaos Bolt*1|Mage Armor*1|Silent Image*1|Calm Emotions*2|Detect Thoughts*2|Shadow Blade*2	Dagger|Crossbow, Light	1-3	dreamy_feynman
3e04138	a3cc7ba	4219e40c894e398b6e963925cbb913fa	0f6b0258	Protector Aasimar	Sage	2020-10-17T23:04:20Z	Cleric 3	Cleric	Life Domain	3		18	18	12	13	15	13	17	12	Lawful Good	Arcana|History|Insight|Medicine	Mace|Crossbow, light	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Wis		United States	US	LG	NA	NA	Aasimar	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Mace|Crossbow, Light	1-3	romantic_allen
47b1ce2	0771723	4a130cc77c630b8104ed84f0b87ea47c	aa8fcddc	Mountain Dwarf	Folk Hero	2020-10-17T22:26:45Z	Sorcerer 8	Sorcerer	Storm Sorcery	8		56	13	18	16	12	12	17	20		Arcana|Animal Handling|Survival|Intimidation	Spear|Dagger		Cha	metamagic/Quickened Spell*Empowered Spell	NA	NA		NA	NA	Dwarf		Spear|Dagger	8-11	brave_nash
4736fb5	4ba1602	f28d004cb1c3caf7d3f4fba290d734d4	797d1270	Lizardfolk	Barbarian Tribe Member	2020-10-17T18:02:54Z	Barbarian 1	Barbarian		1		7	16	17	15	12	10	12	13	N	Athletics|Nature|Perception|Survival|Intimidation	Greataxe|Crossbow, heavy		Int		New Zealand	NZ	NN	NA	NA	Lizardfolk		Greataxe|Crossbow, Heavy	1-3	determined_khorana
4736fb5	fbcea8e	43c41b54c25f9a10ad594285ad5751ee	7eb6dbea	Warforged	Knight	2020-10-17T17:56:41Z	Cleric 1	Cleric	Forge Domain	1		11	19	13	14	15	15	18	17		Arcana|Religion|Insight|Medicine|Persuasion	Mace|Crossbow, light	Guidance *0|Mending *0|Resistance *0|Bane*1|Bless*1	Wis		New Zealand	NZ		NA	NA	Warforged	Guidance*0|Mending*0|Resistance*0|Bane*1|Bless*1	Mace|Crossbow, Light	1-3	brave_yalow
4736fb5	fbcea8e	dff070667e1f0b6f711bf9a617e5643b	2147edaa	Lizardfolk	Marine	2020-10-17T17:46:15Z	Barbarian 1	Barbarian		1		13	11	15	9	13	14	15	17		Athletics|Nature|Perception|Survival|Intimidation	Greataxe|Crossbow, light|Javelin		Int		New Zealand	NZ		NA	NA	Lizardfolk		Greataxe|Crossbow, Light|Javelin	1-3	keen_hodgkin
	5de8aad	c1afccb22f83e42e1b9e472810503895	216fb9cb	Firbolg	Sage	2020-10-17T03:02:27Z	Warlock 15	Warlock	The Celestial	15		105	12	10	14	14	12	12	19		Arcana|History|Investigation|Deception|Persuasion	Handaxe|Quarterstaff|Dagger	Light*0|Sacred Flame*0|Eldritch Blast*0|Frostbite*0|Poison Bolt*0|Mage Hand*0|Prestidigitation*0|Toll The Dead*0|Thunderclap*0	Cha	eldritch invocations/Beguiling Influence*Armor of Shadows*Gift of the Depths*Aspect of the Moon*Lance of Lethargy*Agonizing Blast|pact boon/Pact of the Tome	Canada	CA		NA	NA	Firbolg	Light*0|Sacred Flame*0|Eldritch Blast*0|Frostbite*0|Fire Bolt*0|Mage Hand*0|Prestidigitation*0|Toll the Dead*0|Thunderclap*0	Handaxe|Quarterstaff|Dagger	12-15	boring_johnson
